Country Name,Country Code,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Benin,BEN,"GDP per capita, PPP (current international $)",1220.214582,1275.135741,1302.24048,1349.490345,1354.590804,1436.737626,1487.598078,1554.145493,1584.965406,1642.173165,1724.54671,1802.324598,1858.766765,1902.502923,1979.292899,2011.396677,2090.284255,2210.79271,2294.869878,2294.602793,2302.687791,2350.356452,2427.432659,2590.925045,2745.858612,2792.609645,2901.264671,2933.837384,3113.254929,3290.307202,3364.973218,3665.194028,4056.108341
Benin,BEN,CO2 emissions (metric tons per capita),0.06430607,0.05167346,0.051781146,0.050347159,0.047327596,0.049957736,0.156916823,0.193601842,0.184487582,0.197463714,0.20355749,0.240583768,0.292971417,0.318988595,0.33521843,0.355804506,0.413132506,0.462339327,0.451087855,0.481569175,0.510824491,0.478348574,0.443845155,0.453634929,0.488570534,0.503586324,0.598485713,0.592940505,0.636814494,0.608236773,0.631204806,N/A,N/A
Bermuda,BMU,"GDP per capita, PPP (current international $)",34870.74775,34955.55828,35990.57811,37749.20837,38518.41744,40763.38661,42317.92417,44753.95873,46678.6018,48664.53995,53921.77368,58484.1524,58138.39981,60908.03971,63578.19228,66239.46679,71656.72358,75627.24753,75193.34639,71022.30785,70627.82219,69998.84342,67453.82052,68993.22749,68775.44674,71873.22806,76362.05141,81834.95587,83380.8749,85145.94364,80381.44549,86699.25199,95837.03242
Bermuda,BMU,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bhutan,BTN,"GDP per capita, PPP (current international $)",1480.700363,1499.642142,1668.35152,1825.783424,1955.521444,2112.330851,2228.645322,2347.969878,2468.427024,2637.516976,2710.776229,2923.476871,3211.222078,3444.105914,3660.445001,3968.933542,4313.171394,5178.813183,5466.317807,5805.761962,6504.347934,7090.948277,7697.506415,7785.214064,8462.798599,9303.945982,10275.16059,10986.88814,11503.84721,12297.62073,11137.831,12036.36408,N/A
Bhutan,BTN,CO2 emissions (metric tons per capita),0.331977179,0.321995385,0.375697874,0.339932954,0.395004412,0.466375754,0.551745694,0.697009317,0.677420339,0.662936304,0.662185567,0.628794133,0.664762668,0.595200015,0.482329755,0.596119839,0.590410837,0.58494984,0.6127263,0.568786747,0.699034466,1.043274441,1.156355518,1.245731517,1.374876588,1.402040163,1.638388767,1.731865667,1.908289769,1.867200723,1.340054317,N/A,N/A
Bolivia,BOL,"GDP per capita, PPP (current international $)",2294.728914,2446.015661,2491.526708,2606.575801,2732.442114,2865.227046,2988.572101,3132.592373,3267.226137,3267.432226,3364.024366,3436.37487,3514.591376,3617.40341,3802.810904,4025.109046,4273.038123,4509.210554,4794.6037,4902.610577,5079.382721,5363.987903,5814.070135,6500.876807,6920.778861,6992.127581,7345.826841,8244.933446,8669.827849,8890.462954,8110.114756,8885.241334,9683.617497
Bolivia,BOL,CO2 emissions (metric tons per capita),1.466687636,1.500077779,1.511099114,1.359999332,1.243221421,1.101132683,1.042785993,1.128868284,1.053297434,0.981769042,0.943608123,0.893302648,0.936961096,0.980272657,1.018024736,1.053918213,1.122841706,1.226167606,1.288809285,1.350111632,1.438111289,1.538218699,1.604681761,1.686987922,1.7842194,1.803674183,1.893693651,1.891315429,1.88518817,1.853461506,1.539464696,N/A,N/A
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,943.2494737,1166.999433,2155.164607,2844.360969,3270.700345,3601.9815,4127.638087,4290.625762,4653.131647,4911.659964,5405.608803,5959.024831,6878.345574,7696.151728,8595.825651,8698.947153,9089.136145,9758.0219,10109.40069,10788.26808,11148.38783,11826.06601,12869.7684,13582.18475,14801.263,16118.6668,15860.10452,17705.80698,20376.89219
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),5.332431452,4.762141673,3.734255905,3.399455894,0.840614725,0.898399078,1.071723864,2.098203742,2.614956432,2.53216098,3.339059902,3.281030539,3.467026803,3.554556347,3.758683615,3.962926969,4.413459941,4.712845407,5.264807557,5.309702792,5.468910715,6.341784522,5.976582678,6.039376276,5.46245549,5.569578733,6.422490639,6.59666334,6.651453518,6.285663956,6.312305874,N/A,N/A
Botswana,BWA,"GDP per capita, PPP (current international $)",5817.927639,6280.197285,6424.048002,6511.805282,6702.913544,7134.362509,7501.264593,8076.12621,8023.186325,8733.650018,8922.18535,8964.661185,9478.370607,9936.89142,10298.09379,10907.14135,11957.32781,12739.03914,13136.16904,11119.57606,12139.49853,12976.26068,12069.46877,12833.27836,14338.57408,13420.5066,15277.04232,14656.77299,15321.7802,15759.16223,14303.93611,16449.34623,18323.0457
Botswana,BWA,CO2 emissions (metric tons per capita),2.092772577,1.980828403,2.321610198,2.222378753,2.048559936,2.066422481,1.842976319,1.893347594,2.223954958,2.281033225,2.335746981,2.193957762,2.243124453,2.14301784,2.13562048,2.260452333,2.118987673,2.196161928,2.188340673,2.043233836,1.611970183,1.819713997,1.569502511,2.445132726,3.091924529,3.014835776,2.818086597,3.054954535,3.288471038,2.879663256,2.263463114,N/A,N/A
Brazil,BRA,"GDP per capita, PPP (current international $)",6617.944703,6793.807941,6797.153941,7183.895866,7644.218602,8008.05893,8208.219593,8504.681479,8503.697887,8541.710725,8994.743062,9202.876484,9510.823883,9693.555482,10407.83935,10954.86026,11614.49854,12522.51594,13281.07439,13222.74888,14254.51977,14989.15778,14994.34347,15535.72377,15664.80174,14692.63231,14208.16111,14477.86177,14971.05467,15307.94124,14900.10422,16260.09875,17821.73726
Brazil,BRA,CO2 emissions (metric tons per capita),1.313131623,1.340029763,1.333318452,1.358610901,1.382139692,1.475603559,1.5804544,1.669181232,1.698944884,1.734769448,1.783500116,1.792112278,1.760651244,1.701852536,1.778441244,1.775662922,1.777477957,1.847975736,1.939215274,1.799328142,2.026605669,2.11062776,2.271417684,2.413446537,2.51459196,2.365360621,2.161259847,2.185486619,2.064261479,2.050770129,1.942523356,N/A,N/A
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brunei Darussalam,BRN,"GDP per capita, PPP (current international $)",55168.25088,57099.02565,59512.9402,59542.96976,61175.54851,63693.09165,65179.13607,63863.7108,62830.2713,64276.50059,66212.60982,68169.50228,70522.90358,72627.3339,73618.9315,74921.41361,79312.33331,80302.21993,79040.28831,76993.47462,78784.82722,82300.65605,86588.60952,82305.27625,80027.9853,61572.6217,55477.4694,60173.05113,61084.25804,64029.443,65054.19432,66347.65814,69274.98414
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),12.44731377,12.54168828,12.92427257,13.79670054,14.60975902,15.38196639,15.76506551,16.68247051,14.11173443,13.5547096,14.12857939,13.81900994,13.29666756,15.57852815,14.15687134,13.61076798,20.17338684,18.86003358,20.57503484,20.17442501,18.10565758,18.26298984,17.95103213,17.5097522,16.99315502,15.18067944,16.35821162,16.9430784,17.36231043,16.11193294,21.70581244,N/A,N/A
Bulgaria,BGR,"GDP per capita, PPP (current international $)",7551.608011,7218.801734,6920.28479,7035.351266,7341.107689,7743.443229,6848.9937,5750.511715,6177.940847,5807.791822,6422.832771,6960.083304,7786.448422,8417.38546,9201.565675,10291.42387,11406.48595,12820.80999,14346.89554,14181.94966,14956.35731,15747.0796,16327.85847,16647.00987,17616.95407,18391.89681,20074.26479,21469.97089,23016.0668,25170.216,25296.07094,28113.11723,33582.28261
Bulgaria,BGR,CO2 emissions (metric tons per capita),8.442677227,6.814643075,6.482791197,6.600936486,6.362695682,6.528951054,6.612800505,6.375621566,6.113456253,5.398128084,5.314588236,5.766610206,5.563226275,6.164795384,6.124991253,6.265279466,6.440554967,6.971019721,6.678530879,5.763735447,6.049624919,6.754951603,6.162577362,5.45906018,5.821533906,6.207377524,5.834418985,6.20201084,5.821777166,5.613710103,4.923280379,N/A,N/A
Burkina Faso,BFA,"GDP per capita, PPP (current international $)",568.6301463,625.1781954,625.3228272,646.0470734,651.8797993,685.7886884,755.7081414,796.5891492,840.9844308,889.501251,899.5848205,951.314407,977.6685185,1041.898563,1083.249313,1176.357297,1248.873042,1295.467117,1356.372196,1364.895645,1454.578747,1536.808944,1568.066859,1629.317836,1637.928051,1657.916107,1833.433053,1978.155012,2100.530924,2199.552506,2211.01144,2405.306118,2545.863549
Burkina Faso,BFA,CO2 emissions (metric tons per capita),0.065061495,0.06402519,0.063634578,0.063373501,0.062014084,0.061789216,0.068250228,0.07596799,0.078503263,0.08092822,0.088272312,0.083612223,0.081317933,0.08460706,0.084325594,0.082969117,0.097824555,0.114034801,0.125648814,0.1233289,0.129944788,0.132533051,0.157359014,0.167097518,0.164943647,0.2031091,0.207403202,0.23317368,0.25242828,0.269501589,0.253533189,N/A,N/A
